denuncia_numero;fecha;hora;mins;hecho_provincia;hecho_municipio;hecho_localidad;hecho_discriminacion;hecho_irregularidades;hecho_lugar;hecho_cometido_por;hecho_tipo_violencia;hecho_accion_realizada;denuncia_estado;denuncia_fecha_cambio_estado;denuncia_via_ingreso;denuncia_fecha_hora_carga;hecho_provincia_id
1216;27/8/2017;2;30;Ciudad Autónoma de Buenos Aires;Barrio Villa Devoto;;Por aspecto físico;;En el acceso local;Personas vinculadas a la empresa;;;Derivado;4/9/2017;Call Center;28/8/2017 12:19;2
1217;3/9/2017;3;15;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Otros;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores;Agresión verbal;;Derivado;4/9/2017;Página web de RENCAP ;3/9/2017 15:59;2
1218;7/9/2017;21;0;Buenos Aires;San Isidro;San Isidro;Otros;No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores;Agresión verbal;;Derivado;19/9/2017;Página web de RENCAP ;10/9/2017 19:13;6
1219;2/9/2017;2;30;Ciudad Autónoma de Buenos Aires;Barrio Flores;;;;;Personal de empresas de seguridad;Agresión verbal;;Derivado;13/9/2017;Call Center;13/9/2017 12:27;2
1220;16/9/2017;21;0;Ciudad Autónoma de Buenos Aires;Barrio Caballito;;Por aspecto físico;El personal de control no esta identificado;En el interior del local;Personas vinculadas a la empresa;Agresión verbal;;Desestimado;21/9/2017;Call Center;19/9/2017 10:09;2
1221;7/9/2017;18;30;Neuquén;Neuquén;NEUQUEN;;No exhibe condiciones de adminsión y permanencia;En el interior del local;Personas vinculadas a la empresa;;;Derivado;20/9/2017;Call Center;20/9/2017 11:48;58
1222;23/9/2017;4;15;Buenos Aires;Esteban Echeverría;Monte Grande;;El personal de control no esta identificado;En el interior del local;Personas vinculadas a la empresa;Agresión verbal;;Derivado;26/9/2017;Call Center;25/9/2017 14:30;6
1223;23/9/2017;1;30;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Nuñez;Otros;;En el acceso local;Controladores - Personal de empresas de seguridad;Agresión verbal - Agresión física;;Derivado;1/11/2017;Página web de RENCAP ;1/10/2017 02:39;2
1224;14/10/2017;10;40;Buenos Aires;General Pueyrredón;Mar del Plata;;Hay mas personas que las permitidas por la habilitación;En el interior del local;Controladores - Personas vinculadas a la empresa;Agresión física;;Derivado;30/10/2017;Página web de RENCAP ;15/10/2017 13:30;6
1225;6/10/2017;1;30;Mendoza;Godoy Cruz;GODOY CRUZ;Por aspecto físico - Por indumentaria - Racial;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia;;Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión verbal;;Derivado;23/10/2017;Página web de RENCAP ;18/10/2017 08:17;50
1226;21/10/2017;0;3;Buenos Aires;Berazategui;Berazategui;;El personal de control no esta identificado;En las proximidades del local;Personas vinculadas a la empresa;Agresión física;Se solicitó asistencia policial;Derivado;26/10/2017;Call Center;26/10/2017 10:37;6
1228;21/10/2017;1;30;Ciudad Autónoma de Buenos Aires;Barrio Belgrano;;;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;En el acceso local;Controladores;;;Derivado;27/10/2017;Call Center;27/10/2017 12:28;2
1229;28/10/2017;1;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación - Presencia de menores;;;;;Derivado;30/10/2017;Página web de RENCAP ;28/10/2017 16:12;2
1230;29/10/2017;2;5;Santa Fe;Rosario;Rosario;Por aspecto físico - Por orientacion sexual - Otros;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;;Controladores - Personas vinculadas a la empresa;Agresión verbal - Agresión física;;Derivado;31/10/2017;Página web de RENCAP ;29/10/2017 07:34;82
1231;29/10/2017;2;41;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores - Personal de empresas de seguridad;;;Derivado;31/10/2017;Call Center;30/10/2017 15:23;2
1232;28/10/2017;2;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;;;;Agresión física;;Derivado;1/12/2017;Call Center;3/11/2017 16:13;2
1233;16/6/2016;0;22;Buenos Aires;Moreno;Moreno;Por ideologia;;;Personal de empresas de seguridad;Agresión verbal;;Desestimado;21/11/2017;Página web de RENCAP ;5/11/2017 22:26;6
1234;4/11/2017;4;0;Mendoza;Las Heras;Uspallata;Otros;Presencia de menores;En el acceso local;;;Se hizo denuncia policial;Desestimado;21/11/2017;Página web de RENCAP ;7/11/2017 11:04;50
1235;4/11/2017;4;0;Mendoza;Las Heras;Uspallata;Otros;Presencia de menores;En el acceso local;;;Se hizo denuncia policial;Desestimado;21/11/2017;Página web de RENCAP ;7/11/2017 11:10;50
1236;19/11/2017;5;0;Ciudad Autónoma de Buenos Aires;Barrio San Telmo;;;;;;Agresión física;;Derivado;22/11/2017;Página web de RENCAP ;19/11/2017 14:59;2
1237;27/11/2017;2;20;Santa Fe;Villa Constitución;Villa Constitución;Por aspecto físico - Por indumentaria - Otros - Racial;No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;Personal de empresas de seguridad;Agresión verbal;;Derivado;27/11/2017;Página web de RENCAP ;27/11/2017 09:00;82
1238;1/12/2017;15;55;Chaco;Villa Ángela;VILLA ANGELA;Por aspecto físico - Otros;No exhibe condiciones de adminsión y permanencia;En el interior del local;Personal de empresas de seguridad;;Se solicitó asistencia policial;Desestimado;5/12/2017;Página web de RENCAP ;1/12/2017 16:43;22
1239;3/12/2017;2;0;Buenos Aires;Lomas de Zamora;;Por aspecto físico - Por indumentaria - Otros;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;;Agresión verbal - Agresión física;;Derivado;4/1/2018;Página web de RENCAP ;3/12/2017 11:46;6
1240;5/12/2017;3;0;Buenos Aires;La Matanza;Ramos Mejía;Por aspecto físico;El personal de control no esta identificado;En el acceso local;Personal de empresas de seguridad;Agresión verbal;;Derivado;5/1/2018;Call Center;5/12/2017 11:01;6
1241;16/12/2017;3;30;La Rioja;La Rioja;LA RIOJA;Otros;No exhibe condiciones de adminsión y permanencia;En el interior del local;Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión verbal - Agresión física;Se solicitó asistencia policial;Derivado;3/1/2018;Página web de RENCAP ;16/12/2017 05:43;46
1242;31/12/2017;2;30;Córdoba;Córdoba;CORDOBA;;Presencia de menores;En las proximidades del local;;;Se solicitó asistencia policial;Desestimado;16/1/2018;Página web de RENCAP ;31/12/2017 16:05;14
1243;15/1/2018;13;31;Mendoza;Las Heras;LAS HERAS;Otros;;;;;;Desestimado;5/2/2018;Página web de RENCAP ;16/1/2018 11:24;50
1244;15/1/2018;13;31;Mendoza;Las Heras;LAS HERAS;Otros;;;;;;Desestimado;5/2/2018;Página web de RENCAP ;16/1/2018 11:27;50
1245;4/1/2018;12;5;Ciudad Autónoma de Buenos Aires;Barrio Almagro;;Por aspecto físico;No exhibe condiciones de adminsión y permanencia;;Personas vinculadas a la empresa;Agresión verbal;Se hizo denuncia policial;Desestimado;5/2/2018;Página web de RENCAP ;24/1/2018 19:00;2
1249;27/1/2018;23;23;La Pampa;Santa Rosa;SANTA ROSA;Otros;El personal de control no esta identificado;En las proximidades del local;Personas vinculadas a la empresa;;;Derivado;29/1/2018;Página web de RENCAP ;28/1/2018 18:39;42
1251;12/1/2018;1;0;Buenos Aires;General San Martín;Gral. San Martín;;Presencia de menores;En el interior del local;;;;Derivado;29/1/2018;Call Center;29/1/2018 11:06;6
1252;28/1/2018;0;53;Buenos Aires;Lanús;Lanús Oeste;;;En el interior del local - En el acceso local - En las proximidades del local;;Agresión física;;Derivado;31/1/2018;Página web de RENCAP ;30/1/2018 18:36;6
1253;17/8/2017;3;40;Buenos Aires;Escobar;Garín;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación;;;Agresión física;;Desestimado;20/2/2018;Página web de RENCAP ;30/1/2018 21:10;6
1254;17/8/2017;3;40;Buenos Aires;Escobar;Garín;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación;;;Agresión física;;Desestimado;5/2/2018;Página web de RENCAP ;30/1/2018 21:10;6
1259;3/2/2018;20;0;Buenos Aires;San Isidro;San Isidro;Por aspecto físico - Otros - Racial;El personal de control no esta identificado;En el acceso local;Controladores - Personal de empresas de seguridad;Agresión verbal;;Derivado;7/2/2018;Página web de RENCAP ;3/2/2018 12:10;6
1260;3/2/2018;1;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Otros;El personal de control no esta identificado;En el acceso local;Controladores;;Se hizo denuncia ante la fiscalia;Derivado;2/3/2018;Página web de RENCAP ;4/2/2018 16:45;2
1261;4/2/2018;1;30;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Belgrano;Por aspecto físico;;En el acceso local;Personas vinculadas a la empresa;;;Derivado;14/2/2018;Call Center;5/2/2018 12:13;2
1262;16/2/2018;4;0;Santa Fe;Venado Tuerto;Venado Tuerto;Por aspecto físico - Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;;Agresión verbal - Agresión física;;Derivado;26/2/2018;Página web de RENCAP ;22/2/2018 23:34;82
1263;28/1/2018;1;15;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Racial;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores;Agresión verbal;;Derivado;26/2/2018;Call Center;23/2/2018 14:34;2
1264;26/2/2018;0;0;Buenos Aires;Ayacucho;Ayacucho;Por aspecto físico;No exhibe condiciones de adminsión y permanencia;En el interior del local;Policias;Agresión física;;Desestimado;6/3/2018;Página web de RENCAP ;26/2/2018 14:43;6
1265;4/3/2018;4;4;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;;En el acceso local;Personal de empresas de seguridad;Agresión física;;Derivado;13/3/2018;Página web de RENCAP ;5/3/2018 17:46;2
1266;5/3/2018;7;30;Mendoza;Las Heras;LAS HERAS;Otros;;;;;;Desestimado;12/3/2018;Página web de RENCAP ;5/3/2018 23:27;50
1269;11/3/2018;1;15;Mendoza;Lavalle;3 de Mayo;Por aspecto físico - Racial;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;;Agresión verbal;;Derivado;4/4/2018;Call Center;12/3/2018 12:20;50
1270;10/3/2018;3;30;Córdoba;San Francisco;;Por aspecto físico - Por indumentaria - Racial;;En el acceso local;Controladores;;;Derivado;14/3/2018;Call Center;14/3/2018 10:01;14
1271;11/3/2018;4;0;Buenos Aires;Lanús;Lanús;;El personal de control no esta identificado;;;Agresión sexual;;Derivado;19/3/2018;Call Center;19/3/2018 09:35;6
1272;24/3/2018;1;30;Buenos Aires;Vicente López;Olivos;Por aspecto físico;;En el acceso local - En las proximidades del local;Controladores - Personal de empresas de seguridad;;;Derivado;4/4/2018;Página web de RENCAP ;24/3/2018 01:54;6
1273;24/3/2018;6;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En el acceso local;Controladores;Agresión física;;Derivado;27/3/2018;Call Center;26/3/2018 10:41;2
1274;25/3/2018;4;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;;;En el interior del local;Personas vinculadas a la empresa;Agresión verbal - Agresión física;;Derivado;27/3/2018;Call Center;26/3/2018 12:43;2
1275;31/3/2018;3;29;Buenos Aires;Tigre;El Talar;Otros;El personal de control no esta identificado;En el acceso local;Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión verbal - Agresión física - Agresión sexual;;Derivado;4/4/2018;Página web de RENCAP ;31/3/2018 14:39;6
1277;30/3/2018;3;0;Buenos Aires;Bragado;Bragado;Por aspecto físico;El personal de control no esta identificado;En el acceso local;Personal de empresas de seguridad;Agresión verbal;;Derivado;5/4/2018;Call Center;5/4/2018 09:28;6
1278;7/4/2018;3;0;Buenos Aires;La Matanza;Ramos Mejía;;;En el interior del local;Personas vinculadas a la empresa;Agresión verbal;;Derivado;17/4/2018;Call Center;9/4/2018 11:07;6
1279;12/4/2018;23;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Por indumentaria - Racial;El personal de control no esta identificado;En el acceso local;Personas vinculadas a la empresa;;;Derivado;17/4/2018;Página web de RENCAP ;16/4/2018 10:19;2
1285;12/5/2018;3;0;Buenos Aires;Quilmes;Quilmes;;Hay mas personas que las permitidas por la habilitación - Presencia de menores;En el acceso local;;;;Derivado;14/5/2018;Página web de RENCAP ;12/5/2018 13:25;6
1286;13/5/2018;2;15;Ciudad Autónoma de Buenos Aires;Barrio Nuñez;;Por aspecto físico - Racial;;En el acceso local;Personal de empresas de seguridad;Agresión verbal - Agresión física;;Derivado;4/6/2018;Página web de RENCAP ;19/5/2018 21:25;2
1287;13/5/2018;2;15;Ciudad Autónoma de Buenos Aires;Barrio Nuñez;;Por aspecto físico - Racial;;En el acceso local;Personal de empresas de seguridad;Agresión verbal - Agresión física;;Desestimado;11/6/2018;Página web de RENCAP ;19/5/2018 21:45;2
1288;20/5/2018;2;35;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Por aspecto físico - Otros;;En el acceso local;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión verbal;;Derivado;5/6/2018;Página web de RENCAP ;20/5/2018 19:42;2
1294;19/5/2018;3;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Belgrano;;;En el interior del local - En el acceso local - En las proximidades del local;Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión física;Se solicitó asistencia policial;Derivado;29/5/2018;Página web de RENCAP ;21/5/2018 14:34;2
1297;20/5/2018;2;20;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico;;En el acceso local;Personas vinculadas a la empresa;Agresión verbal;;Derivado;29/5/2018;Call Center;28/5/2018 09:10;2
1298;3/6/2018;19;15;Mendoza;Godoy Cruz;GODOY CRUZ;;El personal de control no esta identificado;En las proximidades del local;;;Se solicitó asistencia policial;Desestimado;11/6/2018;Página web de RENCAP ;3/6/2018 21:21;50
1299;22/5/2018;22;0;Buenos Aires;Mar Chiquita;Cnel. Vidal;Otros;;;;;Se hizo denuncia policial;Desestimado;11/6/2018;Página web de RENCAP ;6/6/2018 11:17;6
1300;20/6/2018;7;12;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;;;;En el interior del local;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión física;;Derivado;26/6/2018;Página web de RENCAP ;20/6/2018 14:23;2
1303;9/4/2018;11;0;Misiones;Posadas;POSADAS;;;;;Agresión física - Agresión sexual;Se hizo denuncia ante la fiscalia;Desestimado;6/7/2018;Página web de RENCAP ;29/6/2018 15:10;54
1304;2/7/2018;14;30;Mendoza;Las Heras;LAS HERAS;Otros;;En las proximidades del local;;;;Desestimado;6/7/2018;Página web de RENCAP ;2/7/2018 20:36;50
1305;7/7/2018;4;0;Buenos Aires;Navarro;Navarro;;Presencia de menores;En el interior del local;;;;Derivado;10/7/2018;Call Center;10/7/2018 15:26;6
1307;7/7/2018;2;15;Buenos Aires;Esteban Echeverría;Monte Grande;Por indumentaria;;En el acceso local;Personal de empresas de seguridad;;;Derivado;17/7/2018;Call Center;13/7/2018 16:20;6
1308;15/7/2018;6;30;Buenos Aires;Escobar;Ing. Maschwitz;;;En el interior del local;Personal de empresas de seguridad;Agresión física;;Derivado;3/8/2018;Página web de RENCAP ;15/7/2018 14:07;6
1314;21/7/2018;1;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Otros;;En el acceso local;Personas vinculadas a la empresa;Agresión verbal;;Derivado;30/7/2018;Página web de RENCAP ;24/7/2018 12:16;2
1318;12/7/2018;1;3;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico;El personal de control no esta identificado;En el acceso local;Personal de empresas de seguridad;;;Derivado;27/7/2018;Página web de RENCAP ;26/7/2018 01:06;2
1319;14/7/2018;1;30;Buenos Aires;Lanús;Lanús Oeste;Por aspecto físico - Racial;;En el acceso local;Controladores - Personal de empresas de seguridad;;Se solicitó asistencia policial;Derivado;8/8/2018;Página web de RENCAP ;7/8/2018 15:51;6
1320;10/8/2018;2;30;Córdoba;Córdoba;CORDOBA;Por aspecto físico - Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;Controladores;Agresión verbal;;Derivado;17/8/2018;Página web de RENCAP ;12/8/2018 01:21;14
1325;12/8/2018;7;0;Buenos Aires;Marcos Paz;Marcos Paz;Otros;;En el interior del local - En las proximidades del local;Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión física;;Derivado;17/8/2018;Página web de RENCAP ;14/8/2018 16:14;6
1339;19/8/2018;2;42;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Capital Federal;Otros;El personal de control no esta identificado;En el acceso local;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión verbal;;Derivado;24/8/2018;Página web de RENCAP ;21/8/2018 16:43;2
1340;18/8/2018;5;5;Ciudad Autónoma de Buenos Aires;Barrio Belgrano;;;;En las proximidades del local;Controladores - Personal de empresas de seguridad;Agresión física;;Derivado;22/8/2018;Call Center;22/8/2018 16:52;2
1341;20/8/2018;1;45;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Capital Federal;Otros;El personal de control no esta identificado;En el acceso local;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión verbal;;Derivado;24/8/2018;Página web de RENCAP ;22/8/2018 22:31;2
1363;26/8/2018;4;30;Buenos Aires;Quilmes;Quilmes;Otros - Racial;El personal de control no esta identificado;En el interior del local;Personal de empresas de seguridad - Policias;Agresión verbal - Agresión física;Se hizo denuncia policial;Derivado;7/9/2018;Página web de RENCAP ;3/9/2018 11:14;6
1369;16/9/2018;2;30;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Recoleta;Por aspecto físico;No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa;;;Derivado;24/9/2018;Página web de RENCAP ;16/9/2018 09:57;2
1370;16/9/2018;3;30;Ciudad Autónoma de Buenos Aires;Barrio Nuñez;;Racial;;En el acceso local;Personas vinculadas a la empresa;Agresión verbal;;Derivado;2/10/2018;Página web de RENCAP ;16/9/2018 15:42;2
1371;21/9/2018;1;45;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Otros;Presencia de menores;En el acceso local;Controladores - Personas vinculadas a la empresa;Agresión verbal;;Derivado;24/9/2018;Página web de RENCAP ;22/9/2018 21:49;2
1372;23/9/2018;2;30;Santa Fe;Rosario;Rosario;Por aspecto físico;;En el acceso local;Personas vinculadas a la empresa;Agresión verbal;;Derivado;2/10/2018;Página web de RENCAP ;23/9/2018 03:59;82
1375;30/9/2018;3;20;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;;;;Personal de empresas de seguridad;Agresión física;Se hizo denuncia policial;Derivado;3/10/2018;Página web de RENCAP ;30/9/2018 15:10;2
1376;4/8/2018;1;30;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;;Por aspecto físico - Por indumentaria;El personal de control no esta identificado;En el acceso local;Controladores;Agresión verbal;;Derivado;3/10/2018;Página web de RENCAP ;30/9/2018 17:32;2
1377;1/10/2018;1;44;Buenos Aires;Lanús;Lanús Oeste;Otros;;En el interior del local;Personas vinculadas a la empresa;Agresión verbal;;Desestimado;9/10/2018;Página web de RENCAP ;2/10/2018 11:31;6
1378;28/9/2018;10;12;La Rioja;La Rioja;LA RIOJA;Otros;;En el interior del local;Controladores - Personas vinculadas a la empresa;;;Desestimado;9/10/2018;Página web de RENCAP ;4/10/2018 23:59;46
1379;7/10/2018;0;10;Ciudad Autónoma de Buenos Aires;Barrio Villa Urquiza;;Otros;El personal de control no esta identificado;En el acceso local;Personas vinculadas a la empresa;Agresión verbal;;Derivado;2/11/2018;Página web de RENCAP ;7/10/2018 09:42;2
1380;6/10/2018;21;47;Ciudad Autónoma de Buenos Aires;Barrio Chacarita;;Por aspecto físico - Racial;El personal de control no esta identificado;En el acceso local;;;;Derivado;10/10/2018;Página web de RENCAP ;9/10/2018 16:15;2
1389;10/10/2018;12;0;Buenos Aires;La Matanza;Gonzalez Catán;;Hay mas personas que las permitidas por la habilitación - Presencia de menores;En el interior del local;;;;Desestimado;7/11/2018;Call Center;11/10/2018 14:43;6
1390;7/7/2018;3;15;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Otros;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores;;;Derivado;23/10/2018;Página web de RENCAP ;17/10/2018 03:01;2
1391;7/7/2018;3;5;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores;;;Desestimado;25/10/2018;Página web de RENCAP ;17/10/2018 03:10;2
1392;20/10/2018;4;0;Buenos Aires;La Matanza;I. Casanova;;Presencia de menores;En el interior del local;Personal de empresas de seguridad;;;Derivado;23/10/2018;Call Center;22/10/2018 15:46;6
1393;5/8/2018;1;43;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Por aspecto físico;No exhibe nomina de personal de control habilitado;En el acceso local;Personal de empresas de seguridad;Agresión verbal;;Derivado;2/11/2018;Página web de RENCAP ;22/10/2018 23:29;2
1395;19/10/2018;0;30;Córdoba;Córdoba;CORDOBA;Por aspecto físico - Por orientacion sexual;No exhibe nomina de personal de control habilitado;En el interior del local;Controladores - Personal de empresas de seguridad;Agresión verbal - Agresión física;;Derivado;24/10/2018;Página web de RENCAP ;23/10/2018 18:12;14
1396;21/10/2018;3;0;Córdoba;Villa de Soto;;;;En el interior del local;Policias;Agresión física;;Derivado;2/11/2018;Página web de RENCAP ;23/10/2018 22:49;14
1397;28/10/2018;2;0;Buenos Aires;Ituzaingó;Ituzaingo;Por aspecto físico - Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;;Controladores;;;Derivado;2/11/2018;Call Center;29/10/2018 15:42;6
1398;15/9/2018;2;0;Buenos Aires;Luján;Luján;Por aspecto físico - Por indumentaria - Racial;Hay mas personas que las permitidas por la habilitación;En el interior del local - En el acceso local;Personas vinculadas a la empresa;Agresión verbal;;Derivado;2/11/2018;Página web de RENCAP ;29/10/2018 15:51;6
1399;9/5/2018;6;21;Santa Cruz;Las Heras;LAS HERAS;Otros;;En el interior del local;Personas vinculadas a la empresa;Agresión verbal;Se hizo denuncia policial - Se hizo denuncia ante la fiscalia;Desestimado;7/11/2018;Página web de RENCAP ;2/11/2018 16:25;78
1400;3/11/2018;5;30;Buenos Aires;La Plata;La Plata;;El personal de control no esta identificado;En el acceso local;Controladores - Personal de empresas de seguridad;Agresión verbal - Agresión física;Se solicitó asistencia policial - Se hizo denuncia policial;Derivado;5/11/2018;Call Center;5/11/2018 09:52;6
1401;3/11/2018;0;4;San Luis;Villa Mercedes;;Por indumentaria;;En el acceso local;Personal de empresas de seguridad;Agresión verbal;;Derivado;6/11/2018;Página web de RENCAP ;5/11/2018 10:02;74
1402;3/11/2018;2;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico;El personal de control no esta identificado;En el acceso local;Controladores;Agresión verbal;;Derivado;6/11/2018;Call Center;6/11/2018 14:39;2
1403;11/11/2018;5;0;Buenos Aires;Malvinas Argentinas;Los Polvorines;Otros;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;;Controladores;Agresión física;;Derivado;21/11/2018;Página web de RENCAP ;11/11/2018 15:20;6
1404;12/11/2018;1;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;;;En el interior del local;Personal de empresas de seguridad;Agresión física;Se hizo denuncia policial;Derivado;15/11/2018;Call Center;14/11/2018 15:34;2
1405;16/11/2018;3;34;Córdoba;Córdoba;CORDOBA;Otros;;En el acceso local;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa - Policias;;Se solicitó asistencia policial;Derivado;27/11/2018;Página web de RENCAP ;16/11/2018 04:39;14
1406;14/11/2018;21;0;Ciudad Autónoma de Buenos Aires;Barrio Recoleta;;Por aspecto físico - Por indumentaria;;En el acceso local;Controladores;;;Derivado;20/11/2018;Página web de RENCAP ;16/11/2018 23:04;2
1407;16/11/2018;3;33;Buenos Aires;General Pueyrredón;Mar del Plata;Por orientacion sexual;No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores - Personal de empresas de seguridad;Agresión verbal;;Derivado;4/12/2018;Página web de RENCAP ;18/11/2018 12:40;6
1408;21/11/2018;3;30;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Otros;El personal de control no esta identificado - Hay mas personas que las permitidas por la habilitación;En el interior del local;Personas vinculadas a la empresa;Agresión verbal - Agresión física;;Derivado;3/12/2018;Página web de RENCAP ;23/11/2018 15:53;2
1409;21/11/2018;3;30;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Otros;El personal de control no esta identificado - Hay mas personas que las permitidas por la habilitación;En el interior del local;Personas vinculadas a la empresa;Agresión verbal - Agresión física;;Desestimado;28/11/2018;Página web de RENCAP ;23/11/2018 15:55;2
1410;25/11/2018;22;0;Buenos Aires;La Plata;La Plata;Por aspecto físico - Por indumentaria - Otros - Por religion - Por ideologia;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;;;Agresión verbal - Agresión física;;Derivado;4/12/2018;Página web de RENCAP ;30/11/2018 17:39;6
1411;4/12/2018;3;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Otros;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación - Presencia de menores;;Personas vinculadas a la empresa;Agresión física;;Derivado;5/12/2018;Página web de RENCAP ;4/12/2018 17:31;2
1427;16/12/2018;1;30;Entre Ríos;Paraná;PARANA;Por aspecto físico - Por orientacion sexual - Por indumentaria;El personal de control no esta identificado;En el acceso local;Personas vinculadas a la empresa - Policias;;;Derivado;18/12/2018;Página web de RENCAP ;17/12/2018 01:17;30
1438;6/1/2019;22;45;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;San Telmo;Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores;;Se hizo denuncia policial;Derivado;21/1/2019;Página web de RENCAP ;7/1/2019 04:18;2
